Company Name,Symbol, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
Mold-Tek Packaging Limited,MOLDTKPAC,EQ,23-FEB-2015,5,1,INE893J01029,5
Monarch Networth Capital Limited,MONARCH,EQ,06-JAN-2022,10,1,INE903D01011,10
Monte Carlo Fashions Limited,MONTECARLO,EQ,19-DEC-2014,10,1,INE950M01013,10
Morepen Laboratories Limited,MOREPENLAB,EQ,24-NOV-1999,2,1,INE083A01026,2
Moschip Technologies Limited,MOSCHIP,EQ,05-FEB-2025,2,1,INE935B01025,2
Samvardhana Motherson International Limited,MOTHERSON,EQ,14-AUG-1996,1,1,INE775A01035,1
Motilal Oswal Financial Services Limited,MOTILALOFS,EQ,11-SEP-2007,1,1,INE338I01027,1
Motisons Jewellers Limited,MOTISONS,EQ,26-DEC-2023,1,1,INE0FRK01020,1
The Motor & General Finance Limited,MOTOGENFIN,EQ,08-FEB-1995,5,1,INE861B01023,5
MphasiS Limited,MPHASIS,EQ,04-JUN-2004,10,1,INE356A01018,10
MPS Limited,MPSLTD,EQ,21-JAN-2002,10,1,INE943D01017,10
MRF Limited,MRF,EQ,18-SEP-1996,10,1,INE883A01011,10
Mangalore Refinery and Petrochemicals Limited,MRPL,EQ,07-JAN-2005,10,1,INE103A01014,10
MSP Steel & Power Limited,MSPL,EQ,18-JUL-2005,10,1,INE752G01015,10
Mstc Limited,MSTCLTD,EQ,29-MAR-2019,10,1,INE255X01014,10
Motherson Sumi Wiring India Limited,MSUMI,EQ,28-MAR-2022,1,1,INE0FS801015,1
Mtar Technologies Limited,MTARTECH,EQ,15-MAR-2021,10,1,INE864I01014,10
MT Educare Limited,MTEDUCARE,BE,12-APR-2012,10,1,INE472M01018,10
Mahanagar Telephone Nigam Limited,MTNL,EQ,17-FEB-1999,10,1,INE153A01019,10
Mufin Green Finance Limited,MUFIN,EQ,06-NOV-2023,1,1,INE08KJ01020,1
Credo Brands Marketing Limited,MUFTI,EQ,27-DEC-2023,2,1,INE220Q01020,2
Mukand Limited,MUKANDLTD,EQ,23-FEB-2004,10,1,INE304A01026,10
Mukka Proteins Limited,MUKKA,EQ,07-MAR-2024,1,1,INE0CG401037,1
Mukta Arts Limited,MUKTAARTS,EQ,12-SEP-2000,5,1,INE374B01019,5
Munjal Auto Industries Limited,MUNJALAU,EQ,19-JUL-2006,2,1,INE672B01032,2
Munjal Showa Limited,MUNJALSHOW,EQ,12-MAY-2003,2,1,INE577A01027,2
Murudeshwar Ceramics Limited,MURUDCERA,EQ,28-MAY-2004,10,1,INE692B01014,10
Muthoot Capital Services Limited,MUTHOOTCAP,EQ,24-AUG-2015,10,1,INE296G01013,10
Muthoot Finance Limited,MUTHOOTFIN,EQ,06-MAY-2011,10,1,INE414G01012,10
Muthoot Microfin Limited,MUTHOOTMF,EQ,26-DEC-2023,10,1,INE046W01019,10
Manoj Vaibhav Gems N Jewellers Limited,MVGJL,EQ,03-OCT-2023,10,1,INE0KNT01012,10
NACL Industries Limited,NACLIND,BE,07-APR-2017,1,1,INE295D01020,1
Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT,BE,15-JUN-2016,1,1,INE454M01024,1
Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,EQ,18-SEP-2007,5,1,INE245I01016,5
Nagreeka Exports Limited,NAGREEKEXP,EQ,18-JUN-2007,5,1,INE123B01028,5
Nahar Capital and Financial Services Limited,NAHARCAP,EQ,11-MAR-2008,5,1,INE049I01012,5
Nahar Industrial Enterprises Limited,NAHARINDUS,BE,15-DEC-2005,10,1,INE289A01011,10
Nahar Poly Films Limited,NAHARPOLY,BE,23-MAR-2007,5,1,INE308A01027,5
Nahar Spinning Mills Limited,NAHARSPING,EQ,23-MAR-2007,5,1,INE290A01027,5
Nippon Life India Asset Management Limited,NAM-INDIA,EQ,06-NOV-2017,10,1,INE298J01013,10
Narmada Agrobase Limited,NARMADA,EQ,27-OCT-2022,10,1,INE117Z01011,10
Natural Capsules Limited,NATCAPSUQ,EQ,14-FEB-2025,10,1,INE936B01015,10
Natco Pharma Limited,NATCOPHARM,EQ,27-DEC-1995,2,1,INE987B01026,2
Nath Bio-Genes (India) Limited,NATHBIOGEN,EQ,28-JAN-2014,10,1,INE448G01010,10
National Aluminium Company Limited,NATIONALUM,EQ,28-APR-1999,5,1,INE139A01034,5
Info Edge (India) Limited,NAUKRI,EQ,21-NOV-2006,2,1,INE663F01032,2
NAVA LIMITED,NAVA,EQ,03-APR-1996,1,1,INE725A01030,1
Navin Fluorine International Limited,NAVINFLUOR,EQ,01-JUN-2007,2,1,INE048G01026,2
Navkar Corporation Limited,NAVKARCORP,EQ,09-SEP-2015,10,1,INE278M01019,10
Navkar Urbanstructure Limited,NAVKARURB,BE,17-JAN-2025,1,1,INE268H01044,1
Navneet Education Limited,NAVNETEDUL,EQ,08-FEB-1995,2,1,INE060A01024,2
Nazara Technologies Limited,NAZARA,EQ,30-MAR-2021,4,1,INE418L01021,4
NBCC (India) Limited,NBCC,EQ,12-APR-2012,1,1,INE095N01031,1
N. B. I. Industrial Finance Company Limited,NBIFIN,EQ,23-NOV-2016,5,1,INE365I01020,5
NCC Limited,NCC,EQ,14-OCT-2003,2,1,INE868B01028,2
NCL Industries Limited,NCLIND,EQ,03-APR-2007,10,1,INE732C01016,10
Naga Dhunseri Group Limited,NDGL,EQ,29-AUG-2016,10,1,INE756C01015,10
Nandan Denim Limited,NDL,EQ,23-MAR-2012,1,1,INE875G01048,1
NDL Ventures Limited,NDLVENTURE,BE,24-APR-2007,10,1,INE353A01023,10
Ndr Auto Components Limited,NDRAUTO,EQ,30-JUL-2020,10,1,INE07OG01012,10
New Delhi Television Limited,NDTV,BE,19-MAY-2004,4,1,INE155G01029,4
North Eastern Carrying Corporation Limited,NECCLTD,EQ,02-MAR-2016,10,1,INE553C01016,10
Nectar Lifesciences Limited,NECLIFE,EQ,18-JUL-2005,1,1,INE023H01027,1
Nelcast Limited,NELCAST,EQ,27-JUN-2007,2,1,INE189I01024,2
NELCO Limited,NELCO,EQ,28-MAY-2003,10,1,INE045B01015,10
Neogen Chemicals Limited,NEOGEN,EQ,08-MAY-2019,10,1,INE136S01016,10
Nesco Limited,NESCO,EQ,08-APR-2008,2,1,INE317F01035,2
Nestle India Limited,NESTLEIND,EQ,01-AUG-2023,1,1,INE239A01024,1
Netweb Technologies India Limited,NETWEB,EQ,27-JUL-2023,2,1,INE0NT901020,2
Network18 Media & Investments Limited,NETWORK18,EQ,02-FEB-2007,5,1,INE870H01013,5
Neuland Laboratories Limited,NEULANDLAB,EQ,13-OCT-2008,10,1,INE794A01010,10
Newgen Software Technologies Limited,NEWGEN,EQ,29-JAN-2018,10,1,INE619B01017,10
Next Mediaworks Limited,NEXTMEDIA,EQ,04-APR-2001,10,1,INE747B01016,10
National Fertilizers Limited,NFL,EQ,28-DEC-2006,10,1,INE870D01012,10
Nakoda Group of Industries Limited,NGIL,EQ,20-AUG-2021,10,1,INE236Y01012,10
NGL Fine-Chem Limited,NGLFINE,BE,08-JUL-2022,5,1,INE887E01022,5
Narayana Hrudayalaya Ltd.,NH,EQ,06-JAN-2016,10,1,INE410P01011,10
NHPC Limited,NHPC,EQ,01-SEP-2009,10,1,INE848E01016,10
The New India Assurance Company Limited,NIACL,EQ,13-NOV-2017,5,1,INE470Y01017,5
NIBE Limited,NIBE,EQ,07-FEB-2025,10,1,INE149O01018,10
NRB Industrial Bearings Limited,NIBL,BE,09-APR-2013,2,1,INE047O01014,2
NIIT Limited,NIITLTD,EQ,16-AUG-2004,2,1,INE161A01038,2
NIIT Learning Systems Limited,NIITMTS,EQ,08-AUG-2023,2,1,INE342G01023,2
Nila Infrastructures Limited,NILAINFRA,EQ,21-MAY-2015,1,1,INE937C01029,1
Nila Spaces Limited,NILASPACES,EQ,28-DEC-2018,1,1,INE00S901012,1
Nilkamal Limited,NILKAMAL,EQ,01-NOV-1995,10,1,INE310A01015,10
NINtec Systems Limited,NINSYS,EQ,21-FEB-2023,10,1,INE395U01014,10
Indo-National Limited,NIPPOBATRY,EQ,06-OCT-1999,5,1,INE567A01028,5
Niraj Cement Structurals Limited,NIRAJ,EQ,01-OCT-2020,10,1,INE368I01016,10
Niraj Ispat Industries Limited,NIRAJISPAT,EQ,27-OCT-2016,10,1,INE326T01011,10
Nitco Limited,NITCO,EQ,21-MAR-2006,10,1,INE858F01012,10
Nitin Spinners Limited,NITINSPIN,EQ,02-FEB-2006,10,1,INE229H01012,10
Nitiraj Engineers Limited,NITIRAJ,EQ,22-APR-2021,10,1,INE439T01012,10
Niva Bupa Health Insurance Company Limited,NIVABUPA,EQ,14-NOV-2024,10,1,INE995S01015,10
NK Industries Limited,NKIND,EQ,07-JUL-1995,10,1,INE542C01019,10
NLC India Limited,NLCINDIA,EQ,23-AUG-2000,10,1,INE589A01014,10
NMDC Limited,NMDC,EQ,03-MAR-2008,1,1,INE584A01023,1
NOCIL Limited,NOCIL,EQ,17-JAN-1996,10,1,INE163A01018,10
Noida Toll Bridge Company Limited,NOIDATOLL,BE,06-DEC-2002,10,1,INE781B01015,10
Norben Tea & Exports Limited,NORBTEAEXP,BE,26-JUN-1996,10,1,INE369C01017,10
Northern Arc Capital Limited,NORTHARC,EQ,24-SEP-2024,10,1,INE850M01015,10
Nova Agritech Limited,NOVAAGRI,EQ,31-JAN-2024,2,1,INE02H701025,2
Network People Services Technologies Limited,NPST,EQ,30-APR-2025,10,1,INE0FFK01017,10
N R Agarwal Industries Limited,NRAIL,BE,05-APR-2017,10,1,INE740D01017,10
NRB Bearing Limited,NRBBEARING,EQ,08-MAR-2000,2,1,INE349A01021,2
Nupur Recyclers Limited,NRL,BE,12-JAN-2023,10,1,INE0JM501013,10
Nalwa Sons Investments Limited,NSIL,EQ,17-NOV-2003,10,1,INE023A01030,10
NMDC Steel Limited,NSLNISP,EQ,20-FEB-2023,10,1,INE0NNS01018,10
NTPC Limited,NTPC,EQ,05-NOV-2004,10,1,INE733E01010,10
NTPC Green Energy Limited,NTPCGREEN,EQ,27-NOV-2024,10,1,INE0ONG01011,10
Nucleus Software Exports Limited,NUCLEUS,EQ,19-DEC-2002,10,1,INE096B01018,10
Nureca Limited,NURECA,BE,25-FEB-2021,10,1,INE0DSF01015,10
Nuvama Wealth Management Limited,NUVAMA,EQ,26-SEP-2023,10,1,INE531F01015,10
Nuvoco Vistas Corporation Limited,NUVOCO,EQ,23-AUG-2021,10,1,INE118D01016,10
FSN E-Commerce Ventures Limited,NYKAA,EQ,10-NOV-2021,1,1,INE388Y01029,1
Oriental Aromatics Limited,OAL,EQ,11-JUL-2019,5,1,INE959C01023,5
Orissa Bengal Carrier Limited,OBCL,EQ,07-APR-2022,10,1,INE426Z01016,10
Oberoi Realty Limited,OBEROIRLTY,EQ,20-OCT-2010,10,1,INE093I01010,10
Oriental Carbon & Chemicals Limited,OCCL,BE,27-JAN-2016,10,1,INE321D01016,10
OCCL Limited,OCCLLTD,BE,29-OCT-2024,2,1,INE0PK601023,2
Odigma Consultancy Solutions Limited,ODIGMA,BE,12-DEC-2024,1,1,INE054301028,1
Oracle Financial Services Software Limited,OFSS,EQ,28-JUN-2002,5,1,INE881D01027,5
Oil India Limited,OIL,EQ,30-SEP-2009,10,1,INE274J01014,10
Oil Country Tubular Limited,OILCOUNTUB,EQ,30-AUG-1995,10,1,INE591A01010,10
Ola Electric Mobility Limited,OLAELEC,EQ,09-AUG-2024,10,1,INE0LXG01040,10
Olectra Greentech Limited,OLECTRA,EQ,20-MAR-2002,4,1,INE260D01016,4
Omax Autos Limited,OMAXAUTO,EQ,20-FEB-2003,10,1,INE090B01011,10
Omaxe Limited,OMAXE,EQ,09-AUG-2007,10,1,INE800H01010,10
OM INFRA LIMITED,OMINFRAL,EQ,17-JUN-2011,1,1,INE239D01028,1
Onelife Capital Advisors Limited,ONELIFECAP,EQ,17-OCT-2011,10,1,INE912L01015,10
One Point One Solutions Limited,ONEPOINT,BE,09-MAY-2019,2,1,INE840Y01029,2
Onesource Specialty Pharma Limited,ONESOURCE,EQ,24-JAN-2025,1,1,INE013P01021,1
Oil & Natural Gas Corporation Limited,ONGC,EQ,19-JUL-1995,5,1,INE213A01029,5
OnMobile Global Limited,ONMOBILE,EQ,19-FEB-2008,10,1,INE809I01019,10
Onward Technologies Limited,ONWARDTEC,EQ,07-MAR-2001,10,1,INE229A01017,10
Optiemus Infracom Limited,OPTIEMUS,EQ,08-AUG-2017,10,1,INE350C01017,10
Orbit Exports Limited,ORBTEXP,EQ,05-NOV-2013,10,1,INE231G01010,10
Orchasp Limited,ORCHASP,BE,07-FEB-2025,2,1,INE215B01022,2
Orchid Pharma Limited,ORCHPHARMA,EQ,02-NOV-2020,10,1,INE191A01027,10
Oricon Enterprises Limited,ORICONENT,EQ,24-JUL-2015,2,1,INE730A01022,2
Oriental Trimex Limited,ORIENTALTL,BE,07-MAR-2007,10,1,INE998H01012,10
Orient Bell Limited,ORIENTBELL,EQ,14-FEB-2007,10,1,INE607D01018,10
Orient Cement Limited,ORIENTCEM,EQ,12-JUL-2013,1,1,INE876N01018,1
ORIENT CERATECH LIMITED,ORIENTCER,EQ,15-DEC-2005,1,1,INE569C01020,1
Orient Electric Limited,ORIENTELEC,EQ,14-MAY-2018,1,1,INE142Z01019,1
Oriental Hotels Limited,ORIENTHOT,EQ,27-AUG-1998,1,1,INE750A01020,1
Orient Press Limited,ORIENTLTD,EQ,03-MAR-2010,10,1,INE609C01024,10
Orient Paper & Industries Limited,ORIENTPPR,EQ,29-MAR-1995,1,1,INE592A01026,1
Orient Technologies Limited,ORIENTTECH,EQ,28-AUG-2024,10,1,INE0PPK01015,10
The Orissa Minerals Development Company Limited,ORISSAMINE,EQ,29-SEP-2010,1,1,INE725E01024,1
ORTIN GLOBAL LIMITED,ORTINGLOBE,BE,30-MAR-2021,10,1,INE749B01020,10
Osia Hyper Retail Limited,OSIAHYPER,EQ,01-DEC-2022,1,1,INE06IR01021,1
Oswal Agro Mills Limited,OSWALAGRO,EQ,29-MAR-1995,10,1,INE142A01012,10
Oswal Greentech Limited,OSWALGREEN,EQ,28-AUG-1996,10,1,INE143A01010,10
Oswal Pumps Limited,OSWALPUMPS,EQ,20-JUN-2025,1,1,INE0BYP01024,1
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS,EQ,28-FEB-2023,2,1,INE00IK01029,2
Page Industries Limited,PAGEIND,EQ,16-MAR-2007,10,1,INE761H01022,10
Paisalo Digital Limited,PAISALO,EQ,17-OCT-2011,1,1,INE420C01059,1
PAKKA LIMITED,PAKKA,EQ,11-JUL-2023,10,1,INE551D01018,10
Palash Securities Limited,PALASHSECU,EQ,28-JUL-2017,10,1,INE471W01019,10
Palred Technologies Limited,PALREDTEC,BE,09-MAY-2016,10,1,INE218G01033,10
Panacea Biotec Limited,PANACEABIO,EQ,17-APR-1996,1,1,INE922B01023,1
Panache Digilife Limited,PANACHE,BE,06-JAN-2020,10,1,INE895W01019,10
Panama Petrochem Limited,PANAMAPET,EQ,30-SEP-2011,2,1,INE305C01029,2
Pansari Developers Limited,PANSARI,BE,18-OCT-2021,10,1,INE697V01011,10
Par Drugs And Chemicals Limited,PAR,BE,16-SEP-2021,10,1,INE04LG01015,10
Paramount Communications Limited,PARACABLES,EQ,03-JAN-2007,2,1,INE074B01023,2
Paradeep Phosphates Limited,PARADEEP,EQ,27-MAY-2022,10,1,INE088F01024,10
Parag Milk Foods Limited,PARAGMILK,EQ,19-MAY-2016,10,1,INE883N01014,10
Paras Defence and Space Technologies Limited,PARAS,EQ,01-OCT-2021,10,1,INE045601015,10
Paras Petrofils Limited,PARASPETRO,EQ,14-FEB-1996,1,1,INE162C01024,1
Apeejay Surrendra Park Hotels Limited,PARKHOTELS,EQ,12-FEB-2024,1,1,INE988S01028,1
Parsvnath Developers Limited,PARSVNATH,EQ,30-NOV-2006,5,1,INE561H01026,5
Pasupati Acrylon Limited,PASUPTAC,EQ,12-OCT-2021,10,1,INE818B01023,10
Patanjali Foods Limited,PATANJALI,EQ,24-JAN-2020,2,1,INE619A01035,2
Patel Engineering Limited,PATELENG,EQ,24-FEB-2005,1,1,INE244B01030,1
Patel Integrated Logistics Limited,PATINTLOG,EQ,11-JAN-2008,10,1,INE529D01014,10
Pavna Industries Limited,PAVNAIND,EQ,01-JUN-2023,10,1,INE07S101020,10
One 97 Communications Limited,PAYTM,EQ,18-NOV-2021,1,1,INE982J01020,1
PCBL Chemical Limited,PCBL,EQ,29-MAR-1995,1,1,INE602A01031,1
PC Jeweller Limited,PCJEWELLER,EQ,27-DEC-2012,1,1,INE785M01021,1
Pudumjee Paper Products Limited,PDMJEPAPER,EQ,30-MAR-2016,1,1,INE865T01018,1
PDS Limited,PDSL,EQ,21-OCT-2014,2,1,INE111Q01021,2
Pearl Polymers Limited,PEARLPOLY,EQ,11-OCT-1995,10,1,INE844A01013,10
Piramal Enterprises Limited,PEL,EQ,08-FEB-1995,2,1,INE140A01024,2
Pennar Industries Limited,PENIND,EQ,25-NOV-2010,5,1,INE932A01024,5
Peninsula Land Limited,PENINLAND,BE,08-FEB-1995,2,1,INE138A01028,2
Persistent Systems Limited,PERSISTENT,EQ,06-APR-2010,5,1,INE262H01021,5
Petronet LNG Limited,PETRONET,EQ,26-MAR-2004,10,1,INE347G01014,10
Power Finance Corporation Limited,PFC,EQ,23-FEB-2007,10,1,INE134E01011,10
Pfizer Limited,PFIZER,EQ,28-APR-1999,10,1,INE182A01018,10
Prime Focus Limited,PFOCUS,EQ,20-JUN-2006,1,1,INE367G01038,1
PTC India Financial Services Limited,PFS,EQ,30-MAR-2011,10,1,INE560K01014,10
PG Electroplast Limited,PGEL,EQ,26-SEP-2011,1,1,INE457L01029,1
Procter & Gamble Hygiene and Health Care Limited,PGHH,EQ,07-JUL-2004,10,1,INE179A01014,10
Procter & Gamble Health Limited,PGHL,EQ,24-APR-1996,10,1,INE199A01012,10
Pearl Global Industries Limited,PGIL,EQ,15-FEB-2007,5,1,INE940H01022,5
The Phoenix Mills Limited,PHOENIXLTD,EQ,23-APR-2007,2,1,INE211B01039,2
Pidilite Industries Limited,PIDILITIND,EQ,29-MAR-1995,1,1,INE318A01026,1
Power & Instrumentation (Gujarat) Limited,PIGL,BE,17-MAY-2023,10,1,INE557Z01018,10
PI Industries Limited,PIIND,EQ,15-JUN-2011,1,1,INE603J01030,1
Pilani Investment and Industries Corporation Limited,PILANIINVS,EQ,08-DEC-2015,10,1,INE417C01014,10
PIL ITALICA LIFESTYLE LIMITED,PILITA,BE,07-OCT-2013,1,1,INE600A01035,1
Pioneer Embroideries Limited,PIONEEREMB,EQ,16-MAY-2006,10,1,INE156C01018,10
Pitti Engineering Limited,PITTIENG,EQ,02-FEB-2007,5,1,INE450D01021,5
Pix Transmissions Limited,PIXTRANS,EQ,28-APR-2022,10,1,INE751B01018,10
The Peria Karamalai Tea & Produce Company Limited,PKTEA,BE,19-AUG-2015,10,1,INE431F01018,10
Plastiblends India Limited,PLASTIBLEN,EQ,28-DEC-2006,5,1,INE083C01022,5
Platinum Industries Limited,PLATIND,EQ,05-MAR-2024,10,1,INE0PT501018,10
Plaza Wires Limited,PLAZACABLE,EQ,12-OCT-2023,10,1,INE0INJ01017,10
Punjab National Bank,PNB,EQ,24-APR-2002,2,1,INE160A01022,2
PNB Gilts Limited,PNBGILTS,EQ,18-SEP-2000,10,1,INE859A01011,10
PNB Housing Finance Limited,PNBHOUSING,EQ,07-NOV-2016,10,1,INE572E01012,10
Pritish Nandy Communications Limited,PNC,BE,11-DEC-2000,10,1,INE392B01011,10
PNC Infratech Limited,PNCINFRA,EQ,26-MAY-2015,2,1,INE195J01029,2
P N Gadgil Jewellers Limited,PNGJL,EQ,17-SEP-2024,10,1,INE953R01016,10
Pondy Oxides & Chemicals Limited,POCL,EQ,06-MAR-2023,5,1,INE063E01053,5
Poddar Pigments Limited,PODDARMENT,EQ,22-NOV-2016,10,1,INE371C01013,10
Pokarna Limited,POKARNA,EQ,07-JUL-2016,2,1,INE637C01025,2
PB Fintech Limited,POLICYBZR,EQ,15-NOV-2021,2,1,INE417T01026,2
Polycab India Limited,POLYCAB,EQ,16-APR-2019,10,1,INE455K01017,10
Poly Medicure Limited,POLYMED,EQ,07-DEC-2011,5,1,INE205C01021,5
Polyplex Corporation Limited,POLYPLEX,EQ,11-APR-2003,10,1,INE633B01018,10
Ponni Sugars (Erode) Limited,PONNIERODE,EQ,16-APR-2002,10,1,INE838E01017,10
Poonawalla Fincorp Limited,POONAWALLA,EQ,27-APR-2004,2,1,INE511C01022,2
Power Grid Corporation of India Limited,POWERGRID,EQ,05-OCT-2007,10,1,INE752E01010,10
Hitachi Energy India Limited,POWERINDIA,EQ,30-MAR-2020,2,1,INE07Y701011,2
Power Mech Projects Limited,POWERMECH,EQ,26-AUG-2015,10,1,INE211R01019,10
PPAP Automotive Limited,PPAP,BE,11-JAN-2008,10,1,INE095I01015,10
Prakash Pipes Limited,PPL,EQ,14-JUN-2019,10,1,INE050001010,10
Piramal Pharma Limited,PPLPHARMA,EQ,19-OCT-2022,10,1,INE0DK501011,10
Prabha Energy Limited,PRABHA,EQ,19-MAR-2025,1,1,INE0I0M01023,1
Prajay Engineers Syndicate Limited,PRAENG,EQ,02-JAN-2007,10,1,INE505C01016,10
Praj Industries Limited,PRAJIND,EQ,11-OCT-1995,2,1,INE074A01025,2
Prakash Industries Limited,PRAKASH,EQ,10-MAY-1995,10,1,INE603A01013,10
Prakash Steelage Limited,PRAKASHSTL,EQ,25-AUG-2010,1,1,INE696K01024,1
Praxis Home Retail Limited,PRAXIS,BE,31-JAN-2018,5,1,INE546Y01022,5
Precision Camshafts Limited,PRECAM,EQ,08-FEB-2016,10,1,INE484I01029,10
Precot Limited,PRECOT,EQ,19-AUG-2005,10,1,INE283A01014,10
Precision Wires India Limited,PRECWIRE,EQ,06-SEP-1995,1,1,INE372C01037,1
Premier Explosives Limited,PREMEXPLN,EQ,17-JUN-2016,2,1,INE863B01029,2
Premier Limited,PREMIER,BE,03-APR-1996,10,1,INE342A01018,10
Premier Energies Limited,PREMIERENE,EQ,03-SEP-2024,1,1,INE0BS701011,1
Premier Polyfilm Limited,PREMIERPOL,EQ,13-DEC-1995,1,1,INE309M01020,1
Prestige Estates Projects Limited,PRESTIGE,EQ,27-OCT-2010,10,1,INE811K01011,10
Pricol Limited,PRICOLLTD,EQ,10-FEB-2017,1,1,INE726V01018,1
Prime Securities Limited,PRIMESECU,EQ,17-JUN-2005,5,1,INE032B01021,5
Primo Chemicals Limited,PRIMO,EQ,22-APR-2025,2,1,INE607A01022,2
Prince Pipes And Fittings Limited,PRINCEPIPE,EQ,30-DEC-2019,10,1,INE689W01016,10
Priti International Limited,PRITI,EQ,02-MAR-2022,10,1,INE974Z01015,10
Pritika Auto Industries Limited,PRITIKAUTO,EQ,10-AUG-2021,2,1,INE583R01029,2
Privi Speciality Chemicals Limited,PRIVISCL,EQ,08-MAY-2015,10,1,INE959A01019,10
Prostarm Info Systems Limited,PROSTARM,EQ,03-JUN-2025,10,1,INE0BX301013,10
Protean eGov Technologies Limited,PROTEAN,EQ,06-FEB-2025,10,1,INE004A01022,10
Prozone Realty Limited,PROZONER,EQ,12-SEP-2012,2,1,INE195N01013,2
Prism Johnson Limited,PRSMJOHNSN,EQ,20-AUG-2003,10,1,INE010A01011,10
Prudent Corporate Advisory Services Limited,PRUDENT,EQ,20-MAY-2022,5,1,INE00F201020,5
Prudential Sugar Corporation Limited,PRUDMOULI,EQ,10-MAY-1995,10,100,INE024D01016,10
Punjab & Sind Bank,PSB,EQ,30-DEC-2010,10,1,INE608A01012,10
PSP Projects Limited,PSPPROJECT,EQ,29-MAY-2017,10,1,INE488V01015,10
PTC India Limited,PTC,EQ,07-APR-2004,10,1,INE877F01012,10
PTC Industries Limited,PTCIL,EQ,09-JUN-2023,10,1,INE596F01018,10
PTL Enterprises Limited,PTL,EQ,29-JAN-2007,1,1,INE034D01049,1
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM,EQ,08-MAR-2007,10,1,INE277B01014,10
Puravankara Limited,PURVA,EQ,30-AUG-2007,5,1,INE323I01011,5
PVP Ventures Limited,PVP,EQ,03-APR-1996,10,1,INE362A01016,10
PVR INOX Limited,PVRINOX,EQ,04-JAN-2006,10,1,INE191H01014,10
Popular Vehicles and Services Limited,PVSL,EQ,19-MAR-2024,2,1,INE772T01024,2
Pyramid Technoplast Limited,PYRAMID,EQ,29-AUG-2023,10,1,INE0MIS01010,10
Quality Power Electrical Equipments Limited,QPOWER,EQ,24-FEB-2025,10,1,INE0SII01026,10
Quadrant Future Tek Limited,QUADFUTURE,EQ,14-JAN-2025,10,1,INE0LRY01011,10
Quess Corp Limited,QUESS,EQ,12-JUL-2016,10,1,INE615P01015,10
Quick Heal Technologies Limited,QUICKHEAL,EQ,18-FEB-2016,10,1,INE306L01010,10
Race Eco Chain Limited,RACE,EQ,09-MAY-2023,10,1,INE084Q01012,10
RACL Geartech Limited,RACLGEAR,EQ,27-NOV-2024,10,1,INE704B01017,10
Radaan Mediaworks India Limited,RADAAN,EQ,27-FEB-2003,2,1,INE874F01027,2
Radhika Jeweltech Limited,RADHIKAJWE,EQ,18-JUL-2022,2,1,INE583V01021,2
Radiant Cash Management Services Limited,RADIANTCMS,EQ,04-JAN-2023,1,1,INE855R01021,1
Radico Khaitan Limited,RADICO,EQ,18-JUN-2003,2,1,INE944F01028,2
Music Broadcast Limited,RADIOCITY,EQ,17-MAR-2017,2,1,INE919I01024,2
Railtel Corporation Of India Limited,RAILTEL,EQ,26-FEB-2021,10,1,INE0DD101019,10
Rain Industries Limited,RAIN,EQ,03-MAR-2008,2,1,INE855B01025,2
Rainbow Childrens Medicare Limited,RAINBOW,EQ,10-MAY-2022,10,1,INE961O01016,10
Rajesh Exports Limited,RAJESHEXPO,EQ,09-FEB-2000,1,1,INE343B01030,1
Rajnandini Metal Limited,RAJMET,BE,16-FEB-2021,1,1,INE00KV01022,1
Rajoo Engineers Limited,RAJOOENG,EQ,29-MAY-2025,1,1,INE535F01024,1
Rajratan Global Wire Limited,RAJRATAN,EQ,22-MAY-2020,2,1,INE451D01029,2
Raj Rayon Industries Limited,RAJRILTD,BE,16-MAR-2022,1,1,INE533D01032,1
Rajshree Sugars & Chemicals Limited,RAJSREESUG,EQ,29-MAR-1995,10,1,INE562B01019,10
Raj Television Network Limited,RAJTV,BE,16-MAR-2007,5,1,INE952H01027,5
Rallis India Limited,RALLIS,EQ,01-APR-1999,1,1,INE613A01020,1
Shree Rama Newsprint Limited,RAMANEWS,BE,20-SEP-2006,10,1,INE278B01020,10
Rama Phosphates Limited,RAMAPHO,EQ,05-AUG-2022,5,1,INE809A01032,5
Rama Steel Tubes Limited,RAMASTEEL,EQ,19-AUG-2015,1,1,INE230R01035,1
The Ramco Cements Limited,RAMCOCEM,EQ,09-APR-1997,1,1,INE331A01037,1
Ramco Industries Limited,RAMCOIND,EQ,06-NOV-1996,1,1,INE614A01028,1
Ramco Systems Limited,RAMCOSYS,BE,12-APR-2000,10,1,INE246B01019,10
Ramky Infrastructure Limited,RAMKY,EQ,08-OCT-2010,10,1,INE874I01013,10
Ram Ratna Wires Limited,RAMRAT,EQ,29-JUL-2022,5,1,INE207E01023,5
Rana Sugars Limited,RANASUG,EQ,24-FEB-2005,10,1,INE625B01014,10
Rane Holdings Limited,RANEHOLDIN,EQ,24-SEP-1997,10,1,INE384A01010,10
Rategain Travel Technologies Limited,RATEGAIN,EQ,17-DEC-2021,1,1,INE0CLI01024,1
Ratnamani Metals & Tubes Limited,RATNAMANI,EQ,09-MAY-2006,2,1,INE703B01027,2
